Hex,レジ番号,所属国,時刻,現在緯度,現在経度,出発予測緯度,出発予測経度,到着予測緯度,到着予測経度
354556,T.22-2,スペイン,2026-08-19 11:09:11,Madrid–Torrejón Airport / Torrejón Air Base (TOJ / LETO),40.5193,-3.4181
48d981,0112,ポーランド,2026-08-19 11:09:11,Malmö Sturup Airport (MMX / ESMS),55.3605,13.9247
43c6f9,ZZ336,イギリス,2026-08-19 11:09:11,Norwich Airport (NWI / EGSH),52.8902,1.3909
800585,K7066,インド,2026-08-19 11:37:44,Agra Airport / Agra Air Force Station (AGR / VIAG),27.0781,77.1673
505c09,OM-BYK,スロバキア,2026-08-19 11:37:44,Saint Catherine International Airport (SKV / HESC),29.3562,33.5532
341390,T.18-1,スペイン,2026-08-19 11:37:44,Antalya International Airport (AYT / LTAI),35.7061,30.5032
48d981,0112,ポーランド,2026-08-19 11:37:44,Aalborg Airport (AAL / EKYT),57.075,9.3674
4b7f43,T-752,スイス,2026-08-19 11:37:44,Niš Constantine the Great Airport (INI / LYNI),43.1667,21.8986
43c6f9,ZZ336,イギリス,2026-08-19 11:37:44,Cologne Bonn Airport (CGN / EDDK),50.9843,7.2227
800585,K7066,インド,2026-08-19 11:58:23,Safdarjung Airport (--- / VIDD),28.5679,77.2064
505c09,OM-BYK,スロバキア,2026-08-19 11:58:23,Jiyanklis Air Base (--- / HEGS),31.0651,30.3326
341390,T.18-1,スペイン,2026-08-19 11:58:23,Larnaca International Airport (LCA / LCLK),34.4143,34.3017
48d981,0112,ポーランド,2026-08-19 11:58:23,"Stavanger Airport, Sola (SVG / ENZV)",58.3824,5.339
4b7f43,T-752,スイス,2026-08-19 11:58:23,Tuzla International Airport (TZL / LQTZ),44.7653,18.4724
43c6f9,ZZ336,イギリス,2026-08-19 11:58:23,Adolf Würth Airport (--- / EDTY),49.1267,10.2633
e400d9,FAB2101,ブラジル,2026-08-19 11:58:23,Romeu Zema Airport (AAX / SBAX),-19.9817,-47.0263
505c09,OM-BYK,スロバキア,2026-08-19 12:55:43,"Kos International Airport ""Ippokratis"" (KGS / LGKO)",37.0549,26.2041
600801,4K-8888,アゼルバイジャン,2026-08-19 12:55:43,Samara Kryazh Air Base (--- / RU-2344),53.0972,50.0968
48d981,0112,ポーランド,2026-08-19 12:55:43,Vágar Airport (FAE / EKVG),60.7666,-7.6814
4b7f43,T-752,スイス,2026-08-19 12:55:43,Memmingen Allgau Airport (FMM / EDJA),47.6267,10.4632
43c6f9,ZZ336,イギリス,2026-08-19 12:55:43,Munich Airport (MUC / EDDM),48.3462,11.8242
c2c363,330002,カナダ,2026-08-19 13:41:12,Mont-Tremblant International Airport (YTM / CYFJ),46.1987,-74.4194
505c09,OM-BYK,スロバキア,2026-08-19 13:41:12,Sofia Airport (SOF / LBSF),42.4177,22.7844
ae0006,98-0001,アメリカ,2026-08-19 13:41:12,Vance Air Force Base (END / KEND),36.237,-98.3592
e483bb,FAB2591,ブラジル,2026-08-19 13:41:12,São Paulo Catarina Executive Airport (JHF / SBJH),-23.6139,-47.3826
43c6f5,ZZ336,イギリス,2026-08-19 13:41:12,Glasgow Prestwick Airport (PIK / EGPK),55.4952,-4.66
505c09,OM-BYK,スロバキア,2026-08-19 14:17:48,Arad International Airport (ARW / LRAR),46.1144,20.1328
43c6f5,ZZ336,イギリス,2026-08-19 14:17:48,RAF Coningsby (QCY / EGXC),53.3943,0.6914
505c09,OM-BYK,スロバキア,2026-08-19 14:56:39,Náměšť Air Base (--- / LKNA),48.9696,15.8608
498422,2801,チェコ,2026-08-19 14:56:39,Ohrid St. Paul the Apostle Airport (OHD / LWOH),41.3003,21.064
43c6f5,ZZ336,イギリス,2026-08-19 14:56:39,Norwich Airport (NWI / EGSH),53.2631,1.4259
43c6f9,ZZ336,イギリス,2026-08-19 14:56:39,Munich Airport (MUC / EDDM),48.4455,11.5078
505c09,OM-BYK,スロバキア,2026-08-19 15:31:14,Bamberg-Breitenau Airfield (--- / EDQA),50.0984,10.3781
4d403f,3A-MGA,モナコ,2026-08-19 15:31:14,Maastricht Aachen Airport (MST / EHBK),50.6795,5.8962
43c6f5,ZZ336,イギリス,2026-08-19 15:31:14,Norwich Airport (NWI / EGSH),53.3843,1.9376
43c6f9,ZZ336,イギリス,2026-08-19 15:31:14,Dortmund Airport (DTM / EDLW),51.3663,7.8108
505c09,OM-BYK,スロバキア,2026-08-19 16:00:05,Maastricht Aachen Airport (MST / EHBK),50.7635,5.7722
4d403f,3A-MGA,モナコ,2026-08-19 16:00:05,Les Eplatures Airport (--- / LSGC),47.2408,6.6918
43c6f5,ZZ336,イギリス,2026-08-19 16:00:05,Norwich Airport (NWI / EGSH),53.3436,1.9103
43c6f9,ZZ336,イギリス,2026-08-19 16:00:05,De Kooy Airfield / Den Helder Naval Air Station (DHR / EHKD),52.9952,3.1869
c2c363,330002,カナダ,2026-08-19 16:39:37,Mont-Tremblant International Airport (YTM / CYFJ),46.9281,-74.0678
0d01e0,3520,メキシコ,2026-08-19 16:39:37,Adolfo López Mateos International Airport (TLC / MMTO),19.3524,-100.1956
e483ba,FAB2590,ブラジル,2026-08-19 16:39:37,Romeu Zema Airport (AAX / SBAX),-19.6111,-45.7063
4d403f,3A-MGA,モナコ,2026-08-19 16:39:37,Nice-Côte d'Azur Airport (NCE / LFMN),43.6877,7.282
43c6f5,ZZ336,イギリス,2026-08-19 16:39:37,London Oxford Airport (OXF / EGTK),51.8624,-1.3506
43c6f9,ZZ336,イギリス,2026-08-19 16:39:37,Carlisle Lake District Airport (CAX / EGNC),55.1596,-3.6359
48ad06,SP-LIG,ポーランド,2026-08-19 16:39:37,Poprad-Tatry Airport (TAT / LZTT),49.4934,21.2522
c2c363,330002,カナダ,2026-08-19 17:01:59,Ottawa Macdonald-Cartier International Airport (YOW / CYOW),45.3525,-75.4239
505c09,OM-BYK,スロバキア,2026-08-19 17:01:59,Brussels Airport (BRU / EBBR),50.9118,4.4865
e483ba,FAB2590,ブラジル,2026-08-19 17:01:59,Francisco de Assis Airport (JDF / SBJF),-22.0084,-44.155
43c6f5,ZZ336,イギリス,2026-08-19 17:01:59,Cornwall Airport Newquay (NQY / EGHQ),50.5957,-4.6143
505c09,OM-BYK,スロバキア,2026-08-19 17:34:53,Frankfurt Main Airport (FRA / EDDF),50.1006,8.5337
48d982,0111,ポーランド,2026-08-19 17:34:53,Malbork Królewo Air Base (--- / EPMB),53.7101,19.3478
ae0006,98-0001,アメリカ,2026-08-19 17:34:53,Vance Air Force Base (END / KEND),36.036,-98.5558
43c6f5,ZZ336,イギリス,2026-08-19 17:34:53,RNAS Culdrose (--- / EGDR),50.2013,-6.4072
e400d9,FAB2101,ブラジル,2026-08-19 17:34:53,Leite Lopes Airport (RAO / SBRP),-20.4645,-47.8682
4682a6,678,ギリシャ,2026-08-19 17:34:53,Sitia Airport (JSH / LGST),35.9594,26.3641
505c09,OM-BYK,スロバキア,2026-08-19 17:55:37,Plzeň-Líně Airport (--- / LKLN),49.6222,13.0187
48d982,0111,ポーランド,2026-08-19 17:55:37,Gdańsk Lech Wałęsa Airport (GDN / EPGD),54.3808,18.4605
43c6f5,ZZ336,イギリス,2026-08-19 17:55:37,RNAS Culdrose (--- / EGDR),49.9461,-6.6603
505c09,OM-BYK,スロバキア,2026-08-19 18:29:54,M. R. Štefánik Airport (BTS / LZIB),48.1667,17.1986
48d982,0111,ポーランド,2026-08-19 18:29:54,Gdańsk Lech Wałęsa Airport (GDN / EPGD),54.3974,18.3746
48d981,0112,ポーランド,2026-08-19 18:29:54,Dolbeau-Saint-Felicien Airport (YDO / CYDO),48.7745,-73.9279
e483ba,FAB2590,ブラジル,2026-08-19 18:29:54,Francisco de Assis Airport (JDF / SBJF),-21.8152,-43.4262
43c6f5,ZZ336,イギリス,2026-08-19 18:29:54,RNAS Culdrose (--- / EGDR),50.1255,-5.8524
4682a6,678,ギリシャ,2026-08-19 18:29:54,Athens Eleftherios Venizelos International Airport (ATH / LGAV),37.0071,23.388
c2c363,330002,カナダ,2026-08-19 19:04:17,Mont-Tremblant International Airport (YTM / CYFJ),46.6347,-73.8114
48d982,0111,ポーランド,2026-08-19 19:04:17,Warsaw Chopin Airport (WAW / EPWA),52.1307,20.9979
48d981,0112,ポーランド,2026-08-19 19:04:17,Smiths Falls-Montague (Russ Beach) Airport (YSH / CYSH),45.0962,-75.797
43c6f5,ZZ336,イギリス,2026-08-19 19:04:17,Anglesey Airport (VLY / EGOV),53.3138,-3.777
020125,CN-MSM,モロッコ,2026-08-19 19:34:50,Cherif Al Idrissi Airport (AHU / GMTA),34.7127,-4.2881
48d981,0112,ポーランド,2026-08-19 19:34:50,Elmira Corning Regional Airport (ELM / KELM),41.7357,-77.357
e483bb,FAB2591,ブラジル,2026-08-19 19:34:50,Viracopos International Airport (VCP / SBKP),-22.8059,-47.5042
43c6f5,ZZ336,イギリス,2026-08-19 19:34:50,Glasgow Prestwick Airport (PIK / EGPK),55.4129,-4.5451
020125,CN-MSM,モロッコ,2026-08-19 19:54:58,Fes Saïss International Airport (FEZ / GMFF),34.1667,-4.7622
48d981,0112,ポーランド,2026-08-19 19:54:58,Hagerstown Regional Richard A Henson Field (HGR / KHGR),39.7068,-77.6427
e483bb,FAB2591,ブラジル,2026-08-19 19:54:58,Leite Lopes Airport (RAO / SBRP),-20.6366,-47.7856
48d981,0112,ポーランド,2026-08-19 20:21:08,Washington Dulles International Airport (IAD / KIAD),38.9502,-77.441
c2c363,330002,カナダ,2026-08-19 21:12:46,Quebec Jean Lesage International Airport (YQB / CYQB),47.3636,-72.5272
ae0006,98-0001,アメリカ,2026-08-19 21:12:46,Vance Air Force Base (END / KEND),36.4242,-98.3929
c2c363,330002,カナダ,2026-08-19 21:42:05,Ottawa / Gatineau Airport (YND / CYND),45.46,-75.3466
ae0006,98-0001,アメリカ,2026-08-19 21:42:05,Vance Air Force Base (END / KEND),36.5824,-98.5387
0d01e0,3520,メキシコ,2026-08-19 22:01:02,Mexico City Benito Juárez International Airport (MEX / MMMX),19.4396,-99.067
8a0855,PK-PJJ,インドネシア,2026-08-19 23:20:14,Halim Perdanakusuma International Airport (HLP / WIHH),-6.2649,106.8948
0d01e0,3520,メキシコ,2026-08-19 23:20:14,Base N°1 de la Fuerza Aérea Mexicana (General Alfredo Lezama Álvarez) (--- / MX-2118),19.9165,-98.8083
0d01e0,3520,メキシコ,2026-08-19 23:42:25,Felipe Ángeles International Airport (NLU / MMSM),19.6384,-99.1669
885336,HS-TYV,タイ王国,2026-08-19 23:59:18,Canberra Airport (CBR / YSCB),-35.2692,149.4779
c87f00,NZ7571,ニュージーランド,2026-08-20 01:41:44,Ardmore Airport (AMZ / NZAR),-36.5922,175.5736
800c01,K7066,インド,2026-08-20 01:41:44,Navi Mumbai International Airport (NMI / IN-0276),18.7028,72.9864
71be43,21001,韓国,2026-08-20 01:41:44,Daegu International Airport (TAE / RKTN),35.871,128.9085
885336,HS-TYV,タイ王国,2026-08-20 02:43:11,Auckland International Airport (AKL / NZAA),-36.9196,174.673
8a0855,PK-PJJ,インドネシア,2026-08-20 02:43:11,Tunggul Wulung Airport (CXP / WAHL),-6.7784,109.0761
800c01,K7066,インド,2026-08-20 02:43:11,Kempegowda International Airport Bengaluru (BLR / VOBL),13.3826,77.8462
8953e3,V8-BKH,ブルネイ,2026-08-20 03:30:54,Marudi Airport (MUR / WBGM),4.7037,114.4308
0ac3a8,FAC0001,コロンビア,2026-08-20 05:21:11,Tunja Airport (--- / SKTJ),5.4375,-73.8875
0ac3a8,FAC0001,コロンビア,2026-08-20 05:52:41,Baracoa Airport (MGN / SKMG),9.7681,-74.499
498421,3085,チェコ,2026-08-20 05:52:41,Pardubice Airport (PED / LKPD),50.0143,15.7085
407a3f,G-GBNI,イギリス,2026-08-20 06:24:58,London Biggin Hill Airport (BQH / EGKB),51.1804,0.4318
7cfa93,A62-001,オーストラリア,2026-08-20 06:24:58,Goulburn Airport (GUL / YGLB),-34.7559,149.737
498421,3085,チェコ,2026-08-20 06:24:58,Pardubice Airport (PED / LKPD),50.0148,15.702
477ff5,605,ハンガリー,2026-08-20 06:24:58,Kecskemét Air Base (--- / LHKE),46.9277,19.7267
477ff6,606,ハンガリー,2026-08-20 06:24:58,Kecskemét Air Base (--- / LHKE),47.0377,19.3055
7cf9c9,A39-007,オーストラリア,2026-08-20 07:22:33,Ballina Byron Gateway Airport (BNK / YBNA),-28.4127,156.515
498421,3085,チェコ,2026-08-20 07:22:33,Přerov Air Base (PRV / LKPO),49.2234,17.1306
477ff5,605,ハンガリー,2026-08-20 07:22:33,Tököl Airport (--- / LHTL),47.3298,19.0541
477ff6,606,ハンガリー,2026-08-20 07:22:33,Tököl Airport (--- / LHTL),47.3889,19.0476
7cf9c9,A39-007,オーストラリア,2026-08-20 08:02:14,Gold Coast Airport (OOL / YBCG),-27.2556,155.419
7cfa93,A62-001,オーストラリア,2026-08-20 08:02:14,Sydney Kingsford Smith International Airport (SYD / YSSY),-33.9506,151.1833
4b7f44,T-751,スイス,2026-08-20 08:02:14,Dübendorf Air Base (--- / LSMD),47.3991,8.6451
43c6f5,ZZ336,イギリス,2026-08-20 08:02:14,Aberdeen International Airport (ABZ / EGPD),57.0947,-2.761
407a3f,G-GBNI,イギリス,2026-08-20 08:50:45,Brussels Airport (BRU / EBBR),50.7764,4.5251
7cf9c9,A39-007,オーストラリア,2026-08-20 08:50:45,Gold Coast Airport (OOL / YBCG),-27.0142,155.665
341391,T.18-2,スペイン,2026-08-20 08:50:45,Madrid–Torrejón Airport / Torrejón Air Base (TOJ / LETO),40.4981,-3.439
4b7f44,T-751,スイス,2026-08-20 08:50:45,Düsseldorf Airport (DUS / EDDL),51.5334,6.7609
43c6f5,ZZ336,イギリス,2026-08-20 08:50:45,Aberdeen International Airport (ABZ / EGPD),56.5377,-0.1488
4682a6,678,ギリシャ,2026-08-20 08:50:45,"Kos International Airport ""Ippokratis"" (KGS / LGKO)",36.4738,26.8409
407a3f,G-GBNI,イギリス,2026-08-20 09:19:58,Nuremberg Airport (NUE / EDDN),49.4849,10.7499
7cf9c9,A39-007,オーストラリア,2026-08-20 09:19:58,Ballina Byron Gateway Airport (BNK / YBNA),-28.3854,156.4867
894082,A9C-HMH,バーレーン,2026-08-20 09:19:58,Beijing Nanjiao Airport (--- / CN-0188),39.1635,116.1802
341391,T.18-2,スペイン,2026-08-20 09:19:58,Madrid–Torrejón Airport / Torrejón Air Base (TOJ / LETO),40.5991,-3.3188
354556,T.22-2,スペイン,2026-08-20 09:19:58,Madrid–Torrejón Airport / Torrejón Air Base (TOJ / LETO),40.4697,-3.4418
43c6f5,ZZ336,イギリス,2026-08-20 09:19:58,Newcastle International Airport (NCL / EGNT),56.0225,1.7752
